1,-28194.457,206903.613,1774.651
2,-28276.907,206991.054,1668.309
3,-28333.994,206923.598,1690.768
4,-28380.370,206889.441,1697.181
5,-28308.522,206868.682,1754.872
6,-28336.602,206824.272,1763.913
7,-28325.494,206808.184,1770.442
8,-28279.818,206820.113,1796.355
9,-28242.232,206847.760,1815.826
201,-29819.418,208233.179,1528.971
202,-29802.355,208255.444,1525.825
203,-29772.191,208297.949,1521.847
100001,-29781.110,208264.370,1524.882
