1,-28194.450,206903.619,1774.650
2,-28276.887,206991.073,1668.312
3,-28333.974,206923.614,1690.786
4,-28380.366,206889.444,1697.207
5,-28308.513,206868.682,1754.870
6,-28336.589,206824.285,1763.935
7,-28325.480,206808.197,1770.447
8,-28279.821,206820.107,1796.357
9,-28242.231,206847.761,1815.841
201,-29819.418,208233.177,1528.971
202,-29802.354,208255.445,1525.825
203,-29772.192,208297.949,1521.848
100001,-29781.110,208264.370,1524.882
