1,-28194.457,206903.611,1774.658
2,-28276.890,206991.056,1668.327
3,-28333.975,206923.591,1690.805
4,-28380.371,206889.424,1697.213
5,-28308.506,206868.665,1754.908
6,-28336.603,206824.271,1763.936
7,-28325.486,206808.190,1770.450
8,-28279.820,206820.108,1796.367
9,-28242.238,206847.752,1815.835
201,-29819.419,208233.177,1528.970
202,-29802.357,208255.443,1525.834
203,-29772.193,208297.948,1521.846
100001,-29781.110,208264.370,1524.882
