1,-28194.442,206903.630,1774.650
2,-28276.778,206990.875,1668.474
3,-28333.906,206923.149,1690.960
4,-28380.282,206889.219,1697.343
5,-28308.280,206868.418,1755.238
6,-28336.612,206824.258,1763.896
7,-28325.499,206808.178,1770.433
8,-28279.818,206820.106,1796.345
9,-28242.234,206847.754,1815.813
201,-29819.417,208233.178,1528.966
202,-29802.356,208255.445,1525.820
203,-29772.191,208297.949,1521.842
