1,-28194.469,206903.589,1774.645
2,-28276.748,206990.814,1668.520
3,-28333.902,206923.016,1690.997
4,-28380.264,206889.142,1697.381
5,-28308.195,206868.358,1755.340
6,-28336.611,206824.254,1763.910
7,-28325.485,206808.184,1770.438
8,-28279.812,206820.101,1796.343
9,-28242.243,206847.733,1815.814
201,-29819.415,208233.177,1528.963
202,-29802.354,208255.443,1525.817
203,-29772.190,208297.948,1521.840
