1,-28194.450,206903.603,1774.640
2,-28276.711,206990.782,1668.540
3,-28333.863,206922.954,1691.034
4,-28380.236,206889.103,1697.406
5,-28308.146,206868.297,1755.397
6,-28336.592,206824.262,1763.889
7,-28325.472,206808.192,1770.431
8,-28279.799,206820.103,1796.332
9,-28242.226,206847.746,1815.816
201,-29819.417,208233.175,1528.962
202,-29802.352,208255.442,1525.811
203,-29772.190,208297.947,1521.839
